Beacon ID, Beacon Factory ID, Beacon Name, Battery Level, Battery Updated Date, Last Sighted Date, Hardware Type, Gimbal-Provided Latitude, Gimbal-Provided Longitude
eaebcbf705e347a5bd5d23c8fffe3b63,58QB-KRBNX,fpvc097_beacon1,Med-High,2019-03-29 17:40:42 UTC,2019-03-29 17:40:33 UTC,Series 10,N/A,N/A
